100,0.0,0.0,0.0,0.0,0.0
1000,0.017168521881103516,0.0,0.0,0.030214786529541016,0.04475760459899902
5000,0.5280513763427734,0.03140521049499512,0.012428045272827148,0.5588817596435547,1.2284455299377441
10000,2.2470507621765137,0.04233837127685547,0.015625715255737305,2.1118550300598145,5.102351427078247
20000,8.7161226272583,0.07813644409179688,0.04780983924865723,8.63917326927185,21.30499005317688
30000,19.581193685531616,0.1185767650604248,0.06289434432983398,19.51549792289734,46.63009476661682
40000,36.40475249290466,0.15763258934020996,0.0909121036529541,37.68552112579346,82.97782850265503
50000,55.80793619155884,0.21976470947265625,0.13175654411315918,55.820987701416016,133.15484261512756
60000,87.77126288414001,0.2832489013671875,0.15728116035461426,91.0285005569458,221.19519209861755
100000,278.4130127429962,0.49912405014038086,0.29909825325012207,255.7454698085785,597.4758305549622
500000,1385.013073682785,2.499124050140381,1.499098300933838,1277.454698085785,2990.466895341873
1000000,5548.013073682785,4.999124050140381,2.999098300933838,5111.454698085785,11960.466895341873




